subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
301252,33,0.00010801456,0.000444944,0.1458202,3.6081347,12.894781,85.230194
301252,34,0.00012314363,0.00050159584,0.15541829,3.8414989,13.361388,86.29271
301252,35,0.00013760064,0.00057482027,0.1661255,4.1109214,13.856217,87.41846
301252,36,0.00015087772,0.0006520097,0.17689142,4.3951683,14.368807,88.6066
301252,37,0.00016730584,0.0007497102,0.19059063,4.7220078,14.925844,89.89824
301252,38,0.00018377029,0.0008562778,0.20521428,5.0748534,15.528612,91.27224
301252,39,0.00020266176,0.00097566575,0.22084679,5.456393,16.19503,92.69394
301252,40,0.00022358986,0.0011096934,0.23786955,5.866174,16.894222,94.17422
301252,41,0.00025077656,0.0012671966,0.2554821,6.3001213,17.598888,95.64927
301252,42,0.00028699706,0.001458412,0.27579877,6.7625265,18.356182,97.11059
