subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
305264,33,8.469424e-05,0.0003814844,0.13716185,3.8524606,14.014692,86.153336
305264,34,7.5807824e-05,0.00046453797,0.14742002,4.141201,14.3292265,87.56775
305264,35,7.592919e-05,0.0005584557,0.15940809,4.433871,14.665081,88.88437
305264,36,8.763437e-05,0.00066593447,0.17422679,4.7424297,15.058302,90.13309
305264,37,0.00010852562,0.00078648055,0.19127783,5.076407,15.533361,91.398254
305264,38,0.00013440612,0.0009161148,0.2092379,5.4353623,16.090736,92.73328
305264,39,0.00016844575,0.0010553345,0.22772916,5.825118,16.773277,94.08761
305264,40,0.00020699928,0.0012158798,0.24779543,6.2517867,17.503412,95.52736
305264,41,0.00025405374,0.0014173579,0.27029824,6.7245307,18.271328,97.00395
305264,42,0.00029896933,0.0016288419,0.29211426,7.2021766,19.051132,98.46811
