subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
341887,33,8.156887e-05,0.0,0.04525982,0.89783156,7.0428524,68.28609
341887,34,8.3135616e-05,1.243141e-06,0.0481989,0.9795233,7.3000603,68.98063
341887,35,8.289318e-05,5.4965494e-06,0.051162712,1.0674157,7.569903,69.76542
341887,36,8.256821e-05,1.35255395e-05,0.054377228,1.1630152,7.8542757,70.61671
341887,37,8.2411076e-05,2.4727487e-05,0.05786764,1.2667121,8.1578665,71.52963
341887,38,8.0867554e-05,3.633293e-05,0.061668076,1.3832265,8.468695,72.468994
341887,39,8.037037e-05,4.9171096e-05,0.06614614,1.5116123,8.789929,73.43425
341887,40,8.0167665e-05,6.508856e-05,0.07088806,1.6498121,9.115556,74.39768
341887,41,8.040923e-05,8.395041e-05,0.075881094,1.7947891,9.447955,75.369225
341887,42,8.186439e-05,0.00010595977,0.08127803,1.9456902,9.7891865,76.36903
