subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
351020,33,6.536674e-05,0.0,0.049470685,1.1391128,7.8400526,70.45543
351020,34,6.699923e-05,1.944718e-07,0.05318605,1.2115023,8.014885,71.11933
351020,35,6.651887e-05,1.7943908e-05,0.05724428,1.3183334,8.275424,71.99688
351020,36,6.749001e-05,3.4505036e-05,0.061858155,1.4374288,8.5727415,72.91757
351020,37,6.991715e-05,5.016045e-05,0.06678643,1.5666406,8.889097,73.850685
351020,38,7.32757e-05,6.9097674e-05,0.071936384,1.706511,9.225666,74.78236
351020,39,7.6525874e-05,8.862285e-05,0.07718742,1.8524318,9.577798,75.74131
351020,40,7.9856254e-05,0.000113623566,0.08300841,2.0071516,9.924818,76.755554
351020,41,8.374214e-05,0.00014791131,0.09002794,2.1855397,10.273852,77.79515
351020,42,8.744211e-05,0.0001838145,0.09735611,2.3765745,10.646999,78.84977
