subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
436092,33,6.39949e-05,0.0,0.017996937,0.21255422,4.0086355,54.606026
436092,34,6.627629e-05,0.0,0.01908487,0.23673296,4.1817737,55.436825
436092,35,6.771923e-05,0.0,0.020063981,0.25969672,4.354764,56.316666
436092,36,6.902078e-05,0.0,0.02100245,0.28107405,4.523109,57.19137
436092,37,7.078459e-05,0.0,0.022028305,0.30501842,4.6987,58.059708
436092,38,7.28796e-05,0.0,0.02310308,0.3319447,4.884156,58.921444
436092,39,7.482577e-05,0.0,0.024249732,0.3587532,5.0694146,59.7901
436092,40,7.67803e-05,0.0,0.025566205,0.3879819,5.256311,60.66202
436092,41,7.858637e-05,0.0,0.027259097,0.4294808,5.4493093,61.50433
436092,42,8.102684e-05,0.0,0.029085994,0.47209287,5.6462555,62.353703
