subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
233251,33,8.992138e-05,0.0,0.034835882,0.540339,5.9342813,64.499016
233251,34,9.313368e-05,0.0,0.036819138,0.6021583,6.1503553,65.04969
233251,35,9.2698814e-05,0.0,0.038795613,0.6788895,6.4009266,65.795
233251,36,9.064871e-05,0.0,0.040793143,0.7573626,6.6484976,66.5877
233251,37,8.830213e-05,0.0,0.04286047,0.8343488,6.890938,67.408325
233251,38,8.6248736e-05,0.0,0.045149706,0.9132731,7.1412964,68.242165
233251,39,8.365157e-05,0.0,0.047968723,1.0010815,7.3998575,69.07843
233251,40,8.1256265e-05,1.9953586e-06,0.051123187,1.0931557,7.666164,69.94375
233251,41,7.959097e-05,1.1725759e-05,0.05450593,1.1914632,7.945328,70.84099
233251,42,7.915404e-05,2.4528592e-05,0.05823534,1.2984893,8.246615,71.777
