subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
377121,33,6.18207e-05,0.0,0.016346842,0.16761589,3.7225194,53.29385
377121,34,6.377508e-05,0.0,0.017442316,0.19293618,3.8842263,54.0527
377121,35,6.5108965e-05,0.0,0.018467724,0.21975923,4.065066,54.926388
377121,36,6.658037e-05,0.0,0.019478068,0.24510288,4.2464523,55.810543
377121,37,6.80142e-05,0.0,0.020457134,0.26959634,4.426322,56.68812
377121,38,6.9469155e-05,0.0,0.021402799,0.2941103,4.6063876,57.55255
377121,39,7.1315444e-05,0.0,0.022441685,0.31970906,4.7876782,58.419353
377121,40,7.304599e-05,0.0,0.023462884,0.3434372,4.9620185,59.287567
377121,41,7.528835e-05,0.0,0.024735138,0.36962438,5.1460037,60.16626
377121,42,7.713077e-05,0.0,0.026209421,0.40529156,5.3368416,61.018158
