subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
306690,33,8.5771375e-05,0.00010394916,0.079518445,1.8008089,9.33727,75.78122
306690,34,9.34891e-05,0.0001273806,0.08485305,1.9393616,9.681423,76.5446
306690,35,9.731119e-05,0.0001541872,0.09069532,2.103728,10.047569,77.45169
306690,36,9.9243014e-05,0.00018327276,0.09679918,2.283679,10.426742,78.4136
306690,37,0.00010148971,0.00021528604,0.10360576,2.4766562,10.822904,79.43969
306690,38,0.00010271734,0.0002499667,0.11060471,2.679543,11.233779,80.49844
306690,39,0.000104277424,0.0002886562,0.11823194,2.8931394,11.65361,81.61474
306690,40,0.00010861881,0.00033177668,0.12707871,3.1226192,12.105431,82.80555
306690,41,0.00011302481,0.00037961785,0.13616364,3.3637636,12.569775,84.03055
306690,42,0.00011939765,0.00043566915,0.14560756,3.6188207,13.050928,85.27468
