subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
197167,33,0.0039183917,0.005856911,0.7918637,9.683526,25.581467,106.530594
197167,34,0.0041973256,0.0061232746,0.81546426,9.918371,26.239529,107.78798
197167,35,0.004415077,0.006340392,0.8383006,10.152517,26.838089,108.89668
197167,36,0.0045960583,0.0065241056,0.8571708,10.3478985,27.333187,109.84059
197167,37,0.004753351,0.0066627036,0.8723669,10.474218,27.699238,110.58708
197167,38,0.0049451464,0.006868856,0.89829195,10.662165,28.109436,111.41168
197167,39,0.005111953,0.007014391,0.91857326,10.784283,28.499836,112.09036
197167,40,0.0053099385,0.0071771904,0.94140136,10.896362,28.864407,112.78926
197167,41,0.005484432,0.007272394,0.9569595,10.933513,29.134975,113.375015
197167,42,0.005701209,0.0073715798,0.9762114,10.958465,29.427235,113.95451
