subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
245463,33,9.551825e-05,0.00010982144,0.081024446,1.9129748,9.810876,75.96367
245463,34,9.654986e-05,0.00013593363,0.08727384,2.0832167,10.164639,77.11955
245463,35,9.69235e-05,0.00016823574,0.09394871,2.2627263,10.493372,78.17779
245463,36,9.853119e-05,0.0002031108,0.10133165,2.4528863,10.838879,79.251465
245463,37,9.958644e-05,0.00024040515,0.1087206,2.6523144,11.21007,80.3206
245463,38,0.00010124227,0.0002806746,0.1165372,2.8612857,11.599148,81.4288
245463,39,0.000105887186,0.0003235459,0.12530251,3.0854595,12.034283,82.60226
245463,40,0.000111369096,0.00037092433,0.134489,3.323552,12.49467,83.82162
245463,41,0.0001171389,0.00042534524,0.14386447,3.5764127,12.971035,85.06746
245463,42,0.00012322114,0.0004872709,0.15317048,3.8420668,13.450626,86.30272
