input_feature,last_step_quantile,pred_bh_mass,pred_bh_acc,pred_stellar_mass,pred_sfr,pred_halo_mass,pred_vel_disp
halo_mass,-0.18795708082616336,0.0006349912146106362,0.0009474673424847424,0.18572555482387543,2.675022602081299,10.717049598693848,69.68974304199219
halo_mass,-0.14621392637491226,0.0006366571760736406,0.0009567763190716505,0.1870279461145401,2.7133448123931885,10.830945014953613,69.95471954345703
halo_mass,-0.08687459174543619,0.0006390864145942032,0.0009701831149868667,0.18891435861587524,2.7685000896453857,10.994749069213867,70.3332290649414
halo_mass,0.02544365040957925,0.0006438898271881044,0.0009960883762687445,0.1925954967737198,2.8751232624053955,11.310653686523438,71.05501556396484
halo_mass,0.2501394579187035,0.0006542808259837329,0.0010502295335754752,0.20038099586963654,3.0969972610473633,11.965171813964844,72.5191421508789
halo_mass,1.3303250968456246,0.0007195891230367124,0.001361339702270925,0.24630537629127502,4.335246562957764,15.521623611450195,79.83802032470703
vel_disp,-0.9122458428144454,0.0005781047511845827,0.0006568903918378055,0.14932022988796234,1.574785590171814,7.784886837005615,62.2277717590332
vel_disp,-0.5954199567437173,0.0005927447928115726,0.0007145148701965809,0.15859195590019226,1.861496090888977,8.722702026367188,65.11221313476562
vel_disp,-0.4170726053416729,0.0006021764711476862,0.0007497641490772367,0.16451270878314972,2.0348246097564697,9.288309097290039,66.76924896240234
vel_disp,-0.2622253965586424,0.0006112405098974705,0.0007818706799298525,0.1701708883047104,2.192901372909546,9.804583549499512,68.22589874267578
vel_disp,-0.10209117829799653,0.0006212444277480245,0.0008168271160684526,0.17643149197101593,2.3650481700897217,10.358433723449707,69.74200439453125
vel_disp,0.1171484972350301,0.0006360310362651944,0.0008677066653035581,0.18565663695335388,2.6152358055114746,11.148292541503906,71.8274154663086
vel_disp,0.39500504210591303,0.0006567248492501676,0.0009369859471917152,0.19853824377059937,2.958385944366455,12.20236587524414,74.47272491455078
vel_disp,0.894314257055521,0.0006982986233197153,0.0010790592059493065,0.22506216168403625,3.6516923904418945,14.224185943603516,79.16748809814453
vel_disp,2.384229338169097,0.0008569410420022905,0.0017159349517896771,0.3268633782863617,6.229406356811523,20.721073150634766,91.72026824951172
