subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
425843,33,6.046018097549677e-05,0.0,0.005446240305900574,0.0,1.5815486907958984,41.44967269897461
425985,33,,,,,,
426010,33,5.990130011923611e-05,0.0,0.017845556139945984,0.14142370223999023,3.9662604331970215,55.973968505859375
426062,33,5.656815483234823e-05,0.0,0.009021416306495667,0.0,2.3237786293029785,45.15789794921875
426111,33,6.135768489912152e-05,0.0,0.0176924467086792,0.1798567771911621,3.9546542167663574,55.04357147216797
426208,33,6.00075873080641e-05,0.0,0.018888577818870544,0.26995062828063965,4.27489709854126,55.662452697753906
426355,33,6.266075070016086e-05,0.0,0.01904928684234619,0.15843725204467773,4.186297416687012,57.24711227416992
426395,33,6.996624870225787e-05,0.0,0.022280000150203705,0.281841516494751,4.735684394836426,58.96969985961914
426468,33,5.531392525881529e-05,0.0,0.014739707112312317,0.15510272979736328,3.494576930999756,51.916900634765625
426568,33,5.102448631078005e-05,0.0,0.012361332774162292,0.09131288528442383,3.010092258453369,49.23467254638672
426589,33,5.397296627052128e-05,0.0,0.00278259813785553,0.0,1.0259943008422852,40.5853157043457
426630,33,4.870851989835501e-05,0.0,0.01242963969707489,0.0588226318359375,3.031062602996826,50.02172088623047
426637,33,8.521819836460054e-05,0.0,0.025783851742744446,0.3084371089935303,4.954706192016602,59.971981048583984
426787,33,5.954838707111776e-05,0.0,0.017608225345611572,0.22668194770812988,4.026665687561035,54.58705139160156
427029,33,6.526598008349538e-05,0.0,0.018473252654075623,0.18069934844970703,3.96616268157959,55.068641662597656
427202,33,6.953993579372764e-05,0.0,0.02175944298505783,0.3241605758666992,4.701146125793457,57.65415573120117
427210,33,6.560084875673056e-05,0.0,0.02060990035533905,0.27329444885253906,4.4614386558532715,57.03957748413086
427349,33,5.8629317209124565e-05,0.0,0.019698962569236755,0.24989938735961914,4.446538925170898,57.58854675292969
427382,33,6.969636888243258e-05,0.0,0.02136944979429245,0.3438994884490967,4.618316650390625,56.55537414550781
427468,33,6.612925790250301e-05,0.0,0.019565537571907043,0.22698736190795898,4.210576057434082,56.05356216430664
427518,33,,,,,,
427557,33,7.086468394845724e-05,0.0,0.022676922380924225,0.2843513488769531,4.74436616897583,59.01400375366211
427651,33,6.162264617159963e-05,0.0,0.0061603933572769165,0.0,1.7156944274902344,42.13825225830078
427676,33,5.27766824234277e-05,0.0,0.015062466263771057,0.14781785011291504,3.6008644104003906,52.96168518066406
427703,33,6.184240919537842e-05,0.0,0.019046440720558167,0.22752666473388672,4.318368434906006,56.794002532958984
427779,33,6.288287113420665e-05,0.0,0.018164247274398804,0.2879049777984619,4.120975971221924,53.79487991333008
427828,33,5.8662553783506155e-05,0.0,0.016769200563430786,0.1583559513092041,3.8554325103759766,54.67484664916992
427992,33,7.129434379749e-05,0.0,0.023568063974380493,0.4190347194671631,5.085945129394531,58.60600662231445
428049,33,6.579348701052368e-05,0.0,0.019352659583091736,0.30634498596191406,4.240660667419434,54.409584045410156
428450,33,6.95341732352972e-05,0.0,0.02264704555273056,0.2880582809448242,4.861732006072998,59.74537658691406
428613,33,5.7213823311030865e-05,0.0,0.007845938205718994,0.0,2.1205520629882812,43.60895538330078
428634,33,6.416626274585724e-05,0.0,0.017732903361320496,0.10612034797668457,3.7526283264160156,54.907859802246094
428649,33,6.0273800045251846e-05,0.0,0.015890836715698242,0.15378427505493164,3.564864158630371,52.51854705810547
428658,33,8.224809425882995e-05,0.0,0.027606025338172913,0.5301978588104248,5.705573558807373,60.81752014160156
428675,33,5.361239891499281e-05,0.0,0.015745267271995544,0.1441192626953125,3.7274928092956543,54.031925201416016
429124,33,6.22049265075475e-05,0.0,0.019155442714691162,0.2607433795928955,4.413365364074707,56.68029022216797
429209,33,6.178641342557967e-05,0.0,0.017920926213264465,0.1812901496887207,4.025752067565918,55.5189208984375
429363,33,5.327796679921448e-05,0.0,0.015068233013153076,0.1632401943206787,3.6366753578186035,52.89834213256836
429441,33,7.186387665569782e-05,0.0,0.023304134607315063,0.40230393409729004,5.010833740234375,58.33960723876953
429565,33,7.676545646972954e-05,0.0,0.02365995943546295,0.26897597312927246,4.78104829788208,59.531837463378906
429705,33,6.362437852658331e-05,0.0,0.01865801215171814,0.3203885555267334,4.208675384521484,53.76312255859375
429911,33,5.7755387388169765e-05,0.0,0.01471303403377533,0.22546076774597168,3.4786343574523926,50.19392395019531
430086,33,7.190910400822759e-05,0.0,0.020740732550621033,0.34323620796203613,4.466270446777344,55.14667510986328
430110,33,6.333261262625456e-05,0.0,0.020320460200309753,0.18416285514831543,4.382328510284424,58.495521545410156
430124,33,6.0710328398272395e-05,0.0,0.017090976238250732,0.2417137622833252,3.842444896697998,52.77493667602539
430245,33,6.248979480005801e-05,0.0,0.01894177496433258,0.21309351921081543,4.2474188804626465,56.61012268066406
430322,33,5.859779776073992e-05,0.0,0.011637970805168152,0.1536848545074463,2.964071750640869,47.39794158935547
430768,33,6.027601193636656e-05,0.0,0.01821497082710266,0.17572402954101562,4.087701797485352,56.273231506347656
430813,33,6.249555735848844e-05,0.0,0.019997388124465942,0.277667760848999,4.422027111053467,56.67031478881836
430853,33,7.024692604318261e-05,0.0,0.023346416652202606,0.2918355464935303,4.779794216156006,59.31938552856445
430928,33,6.763744750060141e-05,0.0,0.02173624187707901,0.2775919437408447,4.668630123138428,58.58502197265625
430949,33,5.121107096783817e-05,0.0,0.00775676965713501,0.0,2.0868449211120605,44.88292694091797
431044,33,6.131411646492779e-05,0.0,0.014939859509468079,0.24131178855895996,3.4378581047058105,49.53409194946289
431184,33,6.294145714491606e-05,0.0,0.017771780490875244,0.30444765090942383,4.005702972412109,52.51796340942383
431258,33,,,,,,
431355,33,6.655140896327794e-05,0.0,0.020107626914978027,0.33994579315185547,4.420675277709961,55.069156646728516
431431,33,,,,,,
431449,33,6.223248783499002e-05,0.0,0.01803077757358551,0.166733980178833,3.9258580207824707,55.11086654663086
431500,33,5.387488636188209e-05,0.0,0.012463375926017761,0.025305747985839844,2.87363338470459,49.26736831665039
431569,33,6.860189023427665e-05,0.0,0.020027369260787964,0.22089481353759766,4.258123874664307,56.43543243408203
431610,33,4.770464147441089e-05,0.0,0.00917738676071167,0.0,2.460447311401367,47.271629333496094
