input_feature,ΔRMSE→bh_mass,ΔRMSE→bh_acc,ΔRMSE→stellar_mass,ΔRMSE→sfr,ΔRMSE→halo_mass,ΔRMSE→vel_disp,ΔRMSE_mean
vel_disp,9.296729695051908e-05,0.000504584051668644,0.07150949537754059,1.334763526916504,2.2649412155151367,12.284531593322754,2.659390563746759
halo_mass,0.0004671227652579546,0.00040052318945527077,0.2499331682920456,1.1107921600341797,6.074566841125488,5.4944915771484375,2.155108565425811
sfr,0.00015185994561761618,0.0004354817792773247,0.14273406565189362,1.0900211334228516,2.2040529251098633,2.5226688385009766,0.99334405073508
stellar_mass,0.0005522564752027392,8.635222911834717e-05,0.18963710963726044,-0.06793403625488281,1.5840730667114258,0.2708263397216797,0.3295401814199674
bh_mass,0.0012251451844349504,0.00027927150949835777,0.10431165993213654,0.40445375442504883,0.9495582580566406,0.47510671615600586,0.3224891342106275
bh_acc,0.0003911533858627081,0.0001115528866648674,0.02594199776649475,0.06218099594116211,0.18155288696289062,0.11441469192504883,0.06409887981135398
