horizon,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
1,0.0009872977389022708,0.0070441169664263725,0.18830232322216034,7.532868385314941,14.665579795837402,7.357848167419434
2,0.0011149311903864145,0.006710676476359367,0.2135753184556961,8.263118743896484,16.44192886352539,8.829339027404785
3,0.0013293583178892732,0.007113358937203884,0.26443156599998474,6.631715297698975,19.167865753173828,9.927801132202148
4,0.0015711307059973478,0.006035901606082916,0.337607741355896,5.632782459259033,22.4085750579834,10.893454551696777
5,0.0017693405970931053,0.005814520642161369,0.410508930683136,5.938947677612305,24.95061492919922,11.678095817565918
6,0.0019663716666400433,0.0045976764522492886,0.4739832282066345,5.600218772888184,26.214933395385742,12.216702461242676
7,0.002146143466234207,0.004310891032218933,0.6333045959472656,5.733635425567627,36.84848403930664,13.241433143615723
