subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
13,33,0.0019389857,0.0056645,0.8165177,10.820466,17.199371,106.774
13,34,0.0023227832,0.0077673844,0.7947738,11.181907,20.17125,106.85278
13,35,0.0026920282,0.00857098,0.78689075,11.124272,21.528316,107.65352
13,36,0.0030518183,0.008846517,0.78978515,10.921516,22.169125,108.56117
13,37,0.003386926,0.008900316,0.8004819,10.710567,22.380058,109.46483
