subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
404093,33,6.351661e-05,0.0,0.018296674,0.1913023,4.069348,55.5952
404093,34,6.5187225e-05,0.0,0.019402906,0.22548032,4.2453303,56.29615
404093,35,6.685313e-05,0.0,0.020458609,0.2556126,4.426445,57.08441
404093,36,6.934194e-05,0.0,0.021605857,0.28858685,4.6257353,57.895477
404093,37,7.186868e-05,0.0,0.022749066,0.3231306,4.833963,58.723457
404093,38,7.408712e-05,0.0,0.023893781,0.35141873,5.0229664,59.579437
404093,39,7.646301e-05,0.0,0.02520834,0.37860012,5.210078,60.45922
404093,40,7.8127545e-05,0.0,0.02684585,0.4188671,5.4011364,61.305183
404093,41,8.029796e-05,0.0,0.02862376,0.4615295,5.597916,62.151974
404093,42,8.264594e-05,0.0,0.030530937,0.5086951,5.799058,63.001865
