subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
16211,33,0.0025199566,0.0032723825,0.5559941,5.3506794,14.540862,92.57858
16211,34,0.0027060253,0.0034713359,0.5820192,5.9749947,16.901796,94.52896
16211,35,0.0027914466,0.0037584617,0.60007554,6.792468,19.123436,97.02402
16211,36,0.0028195418,0.0040363623,0.6094472,7.5356774,20.95168,99.39812
16211,37,0.0027654108,0.004146112,0.60182357,8.000008,22.141016,101.293495
16211,38,0.0026866572,0.004213149,0.5940122,8.337133,22.837402,102.745224
16211,39,0.0026035048,0.004290826,0.5925819,8.63957,23.24679,103.82074
16211,40,0.002563215,0.0044761854,0.6043831,9.021482,23.553715,104.83371
16211,41,0.0025622905,0.004718841,0.6238586,9.445069,23.936779,105.80603
16211,42,0.0026359565,0.0050131604,0.6504164,9.863909,24.494747,106.70035
