subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
197167,33,0.0039183917,0.0058569107,0.7918637,9.683526,25.581467,106.530594
197167,34,0.0041973265,0.0061232746,0.8154644,9.918373,26.239532,107.787964
197167,35,0.0044150776,0.0063403933,0.8383006,10.152518,26.838093,108.896675
197167,36,0.0045960583,0.0065241046,0.8571706,10.347898,27.333187,109.84059
197167,37,0.004753352,0.0066627036,0.8723669,10.474218,27.699238,110.58708
197167,38,0.0049451464,0.006868855,0.8982918,10.662163,28.109432,111.41168
197167,39,0.0051119532,0.0070143915,0.91857326,10.784283,28.49984,112.09036
197167,40,0.005309938,0.007177191,0.94140124,10.896359,28.864407,112.78927
197167,41,0.005484433,0.0072723925,0.9569595,10.933512,29.134968,113.375015
197167,42,0.0057012085,0.007371579,0.9762113,10.958461,29.427235,113.95451
