subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
224556,33,0.0005665291,0.0034148204,0.45300624,10.412521,23.533329,106.94983
224556,34,0.00082587334,0.003891008,0.50648123,10.930208,24.800598,107.77754
224556,35,0.0010489929,0.0044148685,0.55472124,11.558551,26.096523,108.94077
224556,36,0.0012835744,0.004971274,0.60378623,12.176972,27.361626,110.28555
224556,37,0.0015417137,0.005544712,0.65427506,12.770404,28.578594,111.68155
224556,38,0.0017942267,0.0060707247,0.70077753,13.282479,29.643044,113.00012
224556,39,0.002090153,0.00666245,0.75643575,13.816819,30.644249,114.22054
224556,40,0.0024289293,0.0072727385,0.8165492,14.349012,31.63739,115.43945
224556,41,0.0027837218,0.007825944,0.87357485,14.810203,32.572308,116.608475
224556,42,0.0032059434,0.008384285,0.9346653,15.193608,33.43092,117.61747
