subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
24399,33,0.046725426,0.0,10.484995,4.624522,309.45523,249.80814
24399,34,0.048375532,0.0,11.165283,7.4019985,329.66687,257.95892
24399,35,0.049835958,0.0,12.037534,11.183787,354.26297,266.25153
24399,36,0.05094975,0.0,12.847519,15.328328,377.22595,273.8636
24399,37,0.05176256,0.0,13.464661,19.582308,395.29605,281.4986
24399,38,0.052589007,0.0,13.908767,23.311201,408.73853,288.44815
24399,39,0.053697694,0.0,14.304309,26.297663,420.29913,294.6103
24399,40,0.055151742,0.0010908647,14.710603,28.843933,431.4445,300.3786
24399,41,0.056845468,0.00242755,15.130065,31.271328,442.57452,306.01416
24399,42,0.058439627,0.0036891787,15.503152,33.5253,452.6315,311.182
