subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
111140,33,0.00015997098,0.0004336544,0.15096863,3.7267644,13.72636,85.2021
111140,34,0.00014619881,0.00053889025,0.1612436,4.1376724,14.300951,87.22361
111140,35,0.00015351042,0.00063412014,0.17405766,4.453402,14.733812,88.700516
111140,36,0.00016750896,0.00074199634,0.1888732,4.793866,15.2372465,90.13162
111140,37,0.00018121194,0.0008609096,0.20490453,5.1596856,15.790632,91.58054
111140,38,0.00020148593,0.0009974663,0.22277531,5.560911,16.423977,93.05683
111140,39,0.00022628224,0.001147466,0.24196956,5.991821,17.117928,94.60199
111140,40,0.00026037236,0.0013285202,0.26244318,6.454603,17.841064,96.12507
111140,41,0.00029186078,0.001511021,0.28075096,6.9024897,18.6014,97.54692
111140,42,0.00034045498,0.0017346458,0.3027913,7.3813677,19.362839,99.001785
