subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
230747,33,0.00069484214,0.0037374906,0.46613756,10.767536,24.396725,107.69266
230747,34,0.0010068307,0.0041788993,0.5256069,11.061353,25.023642,107.97499
230747,35,0.0012937684,0.0047718743,0.58699644,11.6605215,26.200695,109.04407
230747,36,0.0015775091,0.0053852173,0.64528435,12.31372,27.592522,110.46593
230747,37,0.001857768,0.0060005146,0.7022344,12.972916,28.98262,112.02152
230747,38,0.002167881,0.0066422536,0.76211286,13.621083,30.320168,113.548935
230747,39,0.0025169544,0.0072806734,0.82266724,14.226394,31.557846,115.016624
230747,40,0.0028345357,0.007752698,0.8684882,14.625097,32.440018,116.28951
230747,41,0.0031946544,0.0082389405,0.921281,14.972483,33.176586,117.32574
230747,42,0.0036627227,0.008723714,0.9816736,15.237162,33.81528,118.18745
