subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
121127,33,0.0047981925,0.022457711,1.9686483,38.75184,78.93154,158.29712
121127,34,0.0065583577,0.023951873,2.260257,39.630074,83.64699,159.0539
121127,35,0.008725118,0.024579162,2.4941366,39.098167,85.81444,158.3926
121127,36,0.010873278,0.023977945,2.6567717,37.042618,86.17579,157.68526
121127,37,0.012470734,0.022095546,2.6996472,33.850677,84.75446,156.06873
121127,38,0.013167767,0.019321805,2.6064873,29.965347,81.19525,153.95035
121127,39,0.013389413,0.0164705,2.4750166,26.02532,77.103386,151.39651
121127,40,0.013474558,0.01362221,2.3385134,22.031631,72.66909,149.09796
121127,41,0.013400242,0.011349914,2.2141852,18.810862,68.49934,146.78937
121127,42,0.013361683,0.0090869665,2.0909667,15.529726,64.55987,144.4332
