subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
280395,33,0.00014631049,0.0002704524,0.12615073,3.2699473,13.374173,82.6456
280395,34,0.000116422045,0.00036793257,0.1375097,3.7405572,14.028797,85.284836
280395,35,0.00010203727,0.000453891,0.14714944,4.050297,14.341972,86.92062
280395,36,9.8905584e-05,0.00053895556,0.15807572,4.3237944,14.624379,88.289246
280395,37,0.000104589795,0.00063795724,0.17137328,4.610852,14.934507,89.54608
280395,38,0.00012059571,0.0007530208,0.1876834,4.9315386,15.344869,90.80559
280395,39,0.00014354888,0.0008785711,0.20504816,5.2828665,15.870062,92.13374
280395,40,0.00017437022,0.001018241,0.22393945,5.6735373,16.513046,93.52924
280395,41,0.00021019406,0.0011707733,0.24353726,6.098837,17.255554,94.995056
280395,42,0.00024770858,0.0013512629,0.26367182,6.553542,18.000671,96.467606
