subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
382310,33,8.622292e-05,0.0,0.0358615,0.5647001,6.0085964,65.01326
382310,34,9.046451e-05,0.0,0.0377995,0.6242013,6.2097073,65.42763
382310,35,9.0551126e-05,0.0,0.039696038,0.7001796,6.453532,66.09834
382310,36,8.928031e-05,0.0,0.041613832,0.7765496,6.698063,66.85321
382310,37,8.7903725e-05,0.0,0.04369522,0.8534874,6.946616,67.656006
382310,38,8.5998414e-05,0.0,0.046048604,0.934952,7.2020645,68.47256
382310,39,8.3625346e-05,0.0,0.048961617,1.025081,7.4687786,69.311356
382310,40,8.0944796e-05,3.714289e-06,0.052069083,1.1177679,7.736794,70.18066
382310,41,7.9534424e-05,1.519802e-05,0.055511393,1.2189777,8.02294,71.09167
382310,42,7.8779354e-05,2.806302e-05,0.059293248,1.3294293,8.325996,72.029045
