subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
294240,33,0.00014966534,0.00011495408,0.08547515,2.0026479,10.565239,75.35512
294240,34,0.00012462071,0.0001540191,0.09490437,2.3931365,11.292578,78.273186
294240,35,0.0001137107,0.00019674626,0.10364064,2.6340868,11.613745,79.92511
294240,36,0.000107118365,0.000245266,0.1124544,2.8603084,11.915975,81.28572
294240,37,0.00010472635,0.0002966298,0.12192013,3.0903542,12.249366,82.5762
294240,38,0.000105863786,0.0003543412,0.13194865,3.3299365,12.607942,83.83374
294240,39,0.00010993818,0.00041696418,0.14229982,3.581215,13.005571,85.08932
294240,40,0.00011592757,0.00048498722,0.15254886,3.8458376,13.434099,86.3294
294240,41,0.00012776398,0.0005599528,0.16313866,4.130875,13.957166,87.53155
294240,42,0.00013935604,0.00064738654,0.17527655,4.4333687,14.451607,88.79303
