subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
435454,33,7.606906e-05,0.0,0.024180673,0.45069337,5.00693,57.27202
435454,34,7.599103e-05,0.0,0.02485641,0.45612192,5.258047,59.058113
435454,35,7.766724e-05,0.0,0.025803491,0.4497943,5.3999043,60.26734
435454,36,7.8748184e-05,0.0,0.027027473,0.45999885,5.538732,61.290318
435454,37,8.0324506e-05,0.0,0.02877073,0.48824358,5.692627,62.216694
435454,38,8.212947e-05,0.0,0.030656323,0.524755,5.8579507,63.10657
435454,39,8.3401304e-05,0.0,0.03269726,0.57526994,6.0409956,63.957542
435454,40,8.547824e-05,0.0,0.03484629,0.6313515,6.2478766,64.81409
435454,41,8.620563e-05,0.0,0.037070364,0.69624615,6.473967,65.669945
435454,42,8.463676e-05,0.0,0.039386265,0.76693034,6.6886883,66.50686
