subhalo_id,snapshot,bh_mass,bh_acc,stellar_mass,sfr,halo_mass,vel_disp
296087,33,8.285805e-05,0.000120882,0.08138562,1.8548203,9.426588,75.987206
296087,34,9.186909e-05,0.000143615,0.087027445,2.0035858,9.802643,76.82964
296087,35,9.632358e-05,0.00016430672,0.09222436,2.1626234,10.189487,77.714424
296087,36,9.872226e-05,0.00019068993,0.098263636,2.3369248,10.556749,78.67139
296087,37,0.00010174082,0.00022413919,0.10531662,2.5300088,10.942547,79.705154
296087,38,0.000104203325,0.00026222278,0.11288019,2.737348,11.346897,80.792435
296087,39,0.000106113584,0.00030109804,0.12072466,2.9537148,11.7715025,81.92693
296087,40,0.000110149296,0.0003443287,0.12960647,3.1857219,12.227614,83.133804
296087,41,0.0001149294,0.00039407102,0.13879877,3.4312022,12.697974,84.368484
296087,42,0.00012115814,0.00045202693,0.14814094,3.6902003,13.181664,85.61153
